id,name,club,age,league,nationality,height_cm,weight_kg,pace,shooting,passing,dribbling,defense,physical,gk_habilities,position
7344,L. Balanta,Independiente Santa Fe,26,Colombian Primera A,Colombia,186,78,69,41,54,57,69,65,10,Defender
7345,A. Contrera,Club Atlético Patronato,25,Argentinian Superliga,Paraguay,185,70,71,63,71,66,44,63,9,Midfielder
7346,P. Zanev,Amkar Perm,31,Russian Premier League,Bulgaria,180,70,59,51,60,65,67,70,12,Defender
7347,D. Pisot,Karlsruher SC,29,German 3. Liga,Germany,186,82,70,50,56,61,66,74,10,Defender
7348,T. Şahin,Evkur Yeni Malatyaspor,29,Turkish Süper Lig,Turkey,180,71,75,65,60,72,26,65,10,Striker
7349,D. Rubio,Sporting Kansas City,24,USA Major League Soccer,Chile,179,77,70,69,54,68,29,58,11,Striker
7350,J. Foyth,Tottenham Hotspur,19,English Premier League,Argentina,187,69,73,45,53,68,67,66,11,Defender
7351,I. Ssewankambo,Molde FK,21,Norwegian Eliteserien,Sweden,179,80,88,37,60,64,62,72,10,Defender
7352,G. Koomson,Sogndal,22,Norwegian Eliteserien,Ghana,180,69,87,57,65,69,31,61,12,Striker
7353,V. Marchetti,AS Nancy Lorraine,19,French Ligue 2,France,181,70,71,60,68,68,65,64,11,Defender
7354,J. Moulin,AS Saint-Étienne,31,French Ligue 1,France,185,88,70,70,65,70,52,66,68,Goalkeeper
7355,B. Acosta,CD Tenerife,23,Spanish Segunda División,Honduras,175,73,77,64,64,63,65,72,9,Midfielder
7356,J. Akpala,KV Oostende,30,Belgian First Division A,Nigeria,185,81,70,68,55,59,37,70,10,Striker
7357,M. Ducksch,Holstein Kiel,23,German 2. Bundesliga,Germany,187,79,65,65,51,63,31,64,11,Striker
7358,D. Horgan,Preston North End,24,English Championship,Republic of Ireland,170,70,86,60,62,72,22,59,11,Striker
7359,Leandro,Kashima Antlers,24,Japanese J1 League,Brazil,177,76,76,68,62,67,25,70,12,Striker
7360,J. Welsh,Preston North End,33,English Championship,England,170,73,38,47,58,58,67,78,10,Defender
7361,G. Anestis,AEK Athens,26,Greek Super League,Greece,198,93,72,62,68,66,23,70,68,Goalkeeper
7362,M. Schäffler,SV Wehen Wiesbaden,28,German 3. Liga,Germany,189,89,70,68,48,58,27,78,10,Striker
7363,M. Dalendo,CD Antofagasta,25,Chilian Primera División,Chile,178,78,71,46,65,53,64,68,9,Defender
7364,A. Lienhart,SCR Altach,31,Austrian Bundesliga,Austria,183,78,68,51,64,63,65,73,11,Defender
7365,J. Zavala,Monterrey,29,Mexican Liga MX,Mexico,190,88,52,55,62,62,67,77,13,Defender
7366,A. Mazzotta,Pescara,27,Italian Serie B,Italy,183,73,74,46,57,63,65,68,10,Defender
7367,J. Gleeson,Portland Timbers,27,USA Major League Soccer,New Zealand,191,91,68,67,65,69,40,69,68,Goalkeeper
7368,G. Herrera,Rosario Central,33,Argentinian Superliga,Argentina,180,83,69,67,58,64,47,75,10,Striker
7369,F. Rodríguez,FC Luzern,21,Swiss Super League,Switzerland,176,77,78,65,66,70,37,60,9,Striker
7370,M. Nichols,Perth Glory,28,Australian A-League,Australia,181,75,65,67,65,67,55,62,13,Midfielder
7371,P. Coutts,Sheffield United,28,English Championship,Scotland,183,75,71,63,68,67,47,74,11,Midfielder
7372,G. Sauro,Columbus Crew SC,27,USA Major League Soccer,Argentina,190,84,52,33,49,52,66,75,11,Defender
7373,Xavi Molina,Gimnàstic de Tarragona,30,Spanish Segunda División,Spain,182,77,65,45,58,59,65,74,9,Defender
7374,M. Belyaev,Arsenal Tula,25,Russian Premier League,Russia,188,83,67,28,39,36,72,65,12,Defender
7375,E. Taffertshofer,Würzburger FV,22,German 3. Liga,Germany,175,74,70,43,57,65,65,71,10,Midfielder
7376,D. Lainez,Club América,17,Mexican Liga MX,Mexico,167,58,68,57,66,73,46,58,11,Midfielder
7377,R. Janicki,Lech Poznań,24,Polish Ekstraklasa,Poland,188,83,54,34,59,50,68,75,12,Defender
7378,J. Contreras,,22,,Venezuela,186,86,68,66,65,71,21,67,67,Goalkeeper
7379,M. Morisbak Skjønsberg,Stabæk Fotball,34,Norwegian Eliteserien,Norway,183,80,33,43,49,48,67,78,11,Defender
7380,H. Osorio,Independiente Santa Fe,29,Colombian Primera A,Colombia,178,78,59,67,57,66,33,56,12,Striker
7381,F. Haroun,Royal Antwerp FC,31,Belgian First Division A,Belgium,188,79,64,62,65,68,54,78,11,Midfielder
7382,P. Sadeghian,Osmanlıspor,25,Turkish Süper Lig,Iran,174,70,74,62,69,69,35,53,10,Midfielder
7383,M. Mancosu,Montreal Impact,32,USA Major League Soccer,Italy,178,75,77,68,52,66,22,65,10,Striker
7384,J. Rossiter,Rangers,20,Scottish Premiership,England,178,64,67,47,58,64,67,73,9,Defender
7385,M. Asterga,Curicó Unido,33,Chilian Primera División,Chile,166,62,76,55,66,71,65,46,9,Defender
7386,A. Diallo,1. FSV Mainz 05,21,German Bundesliga,France,186,80,68,32,53,50,69,67,8,Defender
7387,D. Johannesson,Real Oviedo,23,Spanish Segunda División,Iceland,176,70,81,43,62,64,62,65,11,Defender
7388,D. Edgar,Vancouver Whitecaps FC,30,USA Major League Soccer,Canada,193,86,51,49,57,58,65,74,12,Defender
7389,Moon Chang Jin,Gangwon FC,23,Korean K League Classic,Korea Republic,170,63,71,59,66,69,26,54,11,Midfielder
7390,D. Bahamboula,Dijon FCO,22,French Ligue 1,Congo,185,64,72,63,62,74,44,51,11,Striker
7391,C. Heimeroth,Borussia Mönchengladbach,35,German Bundesliga,Germany,194,91,64,66,57,73,31,70,66,Goalkeeper
7392,A. Tuia,Salernitana,27,Italian Serie B,Italy,184,74,64,34,46,43,67,71,11,Defender
7393,Zhang Yuning,SV Werder Bremen,20,German Bundesliga,China PR,183,69,65,66,60,62,28,67,11,Striker
7394,Aguilera,SD Huesca,31,Spanish Segunda División,Spain,185,76,62,54,63,70,59,73,10,Midfielder
7395,Z. Boucher,AJ Auxerre,25,French Ligue 2,France,181,79,68,64,71,73,56,65,68,Goalkeeper
7396,Jeong Jae Yong,Ulsan Hyundai Horang-i,26,Korean K League Classic,Korea Republic,188,78,56,54,64,62,61,79,12,Midfielder
7397,D. Biraschi,Genoa,22,Italian Serie A,Italy,182,72,60,34,50,56,68,59,12,Defender
7398,S. De Smet,KV Kortrijk,32,Belgian First Division A,Belgium,184,82,51,67,68,69,46,69,12,Midfielder
7399,M. Affonso,Atlético Tucumán,25,Argentinian Superliga,Uruguay,192,75,68,65,63,64,27,81,9,Striker
7400,T. Beermann,1. FC Heidenheim,26,German 2. Bundesliga,Germany,188,85,52,38,39,42,68,74,14,Defender
7401,P. Papp,Kardemir Karabükspor,27,Turkish Süper Lig,Romania,188,80,64,50,57,48,67,69,8,Defender
7402,T. Tzandaris,Panathinaikos FC,24,Greek Super League,Greece,172,70,69,53,60,67,66,65,11,Defender
7403,Son Jun Ho,Pohang Steelers,25,Korean K League Classic,Korea Republic,178,73,54,62,67,63,63,61,10,Midfielder
7404,S. Živec,Piast Gliwice,26,Polish Ekstraklasa,Slovenia,170,70,73,61,66,71,34,60,10,Midfielder
7405,A. El-Said,,31,,Egypt,176,75,73,70,65,66,41,54,11,Striker
7406,J. Ojala,BK Häcken,28,Swedish Allsvenskan,Finland,191,85,52,27,46,50,69,72,9,Defender
7407,F. Salazar,Jaguares Fútbol Club,22,Colombian Primera A,Colombia,178,70,83,62,62,67,36,65,12,Striker
7408,J. Hooiveld,FC Twente,34,Holland Eredivisie,Netherlands,194,92,32,45,53,50,66,67,9,Defender
7409,A. Camura,CD Huachipato,29,Chilian Primera División,Chile,188,86,69,62,75,73,39,65,69,Goalkeeper
7410,Fredy,CF Os Belenenses,27,Portuguese Primeira Liga,Angola,170,68,89,62,59,72,19,60,12,Striker
7411,Lee Seul Chan,Jeonnam Dragons,23,Korean K League Classic,Korea Republic,172,65,76,48,57,67,65,65,9,Defender
7412,F. Currimila,CD Antofagasta,33,Chilian Primera División,Chile,177,75,69,44,58,53,67,61,10,Defender
7413,L. Fontaine,Hibernian,31,Scottish Premiership,England,188,83,69,31,52,61,67,71,11,Defender
7414,Aitor Buñuel,CA Osasuna,19,Spanish Segunda División,Spain,173,65,78,37,59,64,63,65,9,Defender
7415,T. Ugajin,Urawa Red Diamonds,29,Japanese J1 League,Japan,172,71,70,61,66,68,50,65,9,Midfielder
7416,O. Gnjatić,Roda JC Kerkrade,25,Holland Eredivisie,Bosnia Herzegovina,190,82,52,40,55,57,64,81,7,Defender
7417,N. Pedersen,KV Mechelen,29,Belgian First Division A,Denmark,188,84,39,69,64,68,29,57,13,Striker
7418,J. Blengio,Club Atlético Tigre,37,Argentinian Superliga,Argentina,185,88,33,39,49,41,69,66,13,Defender
7419,D. Milošević,Atiker Konyaspor,22,Turkish Süper Lig,Bosnia Herzegovina,182,73,66,64,67,71,33,63,9,Midfielder
7420,J. Minala,Salernitana,20,Italian Serie B,Cameroon,184,84,63,60,63,68,59,72,10,Midfielder
7421,O. Mazuch,Hull City,28,English Championship,Czech Republic,189,88,58,32,43,42,66,75,11,Defender
7422,M. Davidson,St. Johnstone FC,29,Scottish Premiership,Scotland,183,69,74,59,62,68,61,77,10,Midfielder
7423,Nicolas,Hellas Verona,29,Italian Serie A,Brazil,190,85,70,67,65,70,43,66,68,Goalkeeper
7424,J. Glesnes,Strømsgodset IF,23,Norwegian Eliteserien,Norway,188,84,59,42,51,55,66,74,8,Defender
7425,A. Marin,AC Ajaccio,27,French Ligue 2,France,187,78,52,39,49,45,67,75,12,Defender
7426,J. Spence,Ipswich Town,27,English Championship,England,187,77,76,41,59,65,66,70,11,Defender
7427,S. Sirigu,SV Darmstadt 98,28,German 2. Bundesliga,Germany,183,79,87,55,62,69,61,69,10,Midfielder
7428,H. Mosquera,Águilas Doradas,30,Colombian Primera A,Colombia,185,85,49,41,41,44,68,73,12,Defender
7429,Campabadal,CD Lugo,24,Spanish Segunda División,Spain,178,77,71,19,53,59,69,66,12,Defender
7430,A. Leya Iseka,SV Zulte-Waregem,19,Belgian First Division A,Belgium,183,82,79,69,49,68,21,63,13,Striker
7431,C. Arrieta,Envigado FC,21,Colombian Primera A,Colombia,174,69,84,43,55,61,64,65,10,Defender
7432,I. Franjić,Daegu FC,29,Korean K League Classic,Australia,180,77,76,62,64,67,62,68,10,Defender
7433,Shim Dong Woon,Pohang Steelers,27,Korean K League Classic,Korea Republic,169,69,82,61,57,73,26,66,12,Striker
7434,J. Williams,Columbus Crew SC,29,USA Major League Soccer,United States,188,87,67,45,61,58,66,72,12,Defender
7435,A. Vardias,San Luis de Quillota,33,Chilian Primera División,Chile,178,69,63,60,64,72,35,53,12,Midfielder
7436,A. Skúlason,Sporting Lokeren,30,Belgian First Division A,Iceland,170,65,63,60,70,71,63,72,10,Midfielder
7437,F. Gulbrandsen,FC Red Bull Salzburg,24,Austrian Bundesliga,Norway,175,75,84,65,52,73,37,73,10,Striker
7438,Adaílton,Júbilo Iwata,26,Japanese J1 League,Brazil,176,83,72,67,59,73,27,73,13,Striker
7439,T. Beugelsdijk,ADO Den Haag,26,Holland Eredivisie,Netherlands,192,79,50,39,41,40,65,75,11,Defender
7440,B. Galloway,Sunderland,21,English Championship,England,186,74,80,38,57,59,65,67,9,Defender
7441,H. Belkebla,Tours FC,23,French Ligue 2,Algeria,177,68,71,53,66,68,60,58,13,Midfielder
7442,H. Vienda,CD Palestino,33,Chilian Primera División,Chile,176,75,60,56,63,68,64,70,10,Defender
7443,G. Giménez,Godoy Cruz,25,Argentinian Superliga,Argentina,188,88,64,62,67,70,60,79,12,Midfielder
7444,K. Voser,FC Zürich,30,Swiss Super League,Switzerland,174,69,74,51,62,68,67,66,9,Defender
7445,Aguza,Córdoba CF,24,Spanish Segunda División,Spain,175,68,60,62,70,65,63,62,11,Midfielder
7446,Washington,CD Aves,28,Portuguese Primeira Liga,Brazil,183,79,66,57,63,64,65,73,14,Midfielder
7447,J. Viveros,Corporación Club Deportivo Tuluá,25,Colombian Primera A,Colombia,170,70,76,62,67,68,28,60,10,Striker
7448,M. Zullo,Sydney FC,28,Australian A-League,Australia,170,63,80,51,64,72,63,64,9,Defender
7449,J. Amione,Puebla,27,Mexican Liga MX,Mexico,173,77,71,67,58,68,23,75,9,Striker
7450,Derik,Bolton Wanderers,24,English Championship,Spain,183,74,69,44,59,62,66,74,14,Defender
7451,O. Osawe,1. FC Kaiserslautern,23,German 2. Bundesliga,England,181,79,84,65,48,64,25,67,10,Striker
7452,G. Cano,Pachuca,29,Mexican Liga MX,Argentina,176,72,68,68,60,65,28,60,10,Striker
7453,B. Yardımcı,Bursaspor,24,Turkish Süper Lig,Turkey,176,71,74,30,58,64,68,68,11,Defender
7454,Jessé Ferdeira,Clube Atlético Paranaense,25,Campeonato Brasileiro Série A,Brazil,181,80,65,53,64,56,69,69,9,Defender
7455,D. Johnsen,Ajax,19,Holland Eredivisie,Norway,185,75,80,67,61,74,30,56,9,Striker
7456,A. Brighenti,Cremonese,29,Italian Serie B,Italy,179,79,59,69,56,63,32,64,11,Striker
7457,S. Traut,VfR Aalen,32,German 3. Liga,Germany,183,80,75,46,61,62,64,69,10,Defender
7458,J. Ryan,Blackpool,28,English League One,Republic of Ireland,180,67,66,60,65,69,60,73,12,Midfielder
7459,A. Grimaldi,SC Preußen Münster,26,German 3. Liga,Germany,188,90,67,68,50,58,25,77,11,Striker
7460,J. Morris,Scunthorpe United,25,English League One,England,182,72,70,66,65,70,57,67,10,Striker
7461,A. Struna,Palermo,26,Italian Serie B,Slovenia,191,86,67,37,51,54,70,80,8,Defender
7462,J. Osorio,Toronto FC,25,USA Major League Soccer,Canada,175,73,62,63,64,72,52,58,11,Midfielder
7463,M. Rask,Aarhus GF,34,Danish Superliga,Denmark,185,70,45,29,59,50,68,74,11,Defender
7464,R. Doan,FC Groningen,19,Holland Eredivisie,Japan,172,70,74,65,62,75,37,57,9,Midfielder
7465,J. Opoku,VVV-Venlo,27,Holland Eredivisie,Netherlands,185,79,72,61,65,69,37,64,12,Midfielder
7466,S. Sutter,Orlando City Soccer Club,31,USA Major League Soccer,Switzerland,180,81,66,52,64,63,63,79,11,Defender
7467,T. Petsos,SK Rapid Wien,26,Austrian Bundesliga,Greece,184,80,60,59,61,61,65,75,11,Midfielder
7468,J. Riocel,Colo-Colo,33,Chilian Primera División,Chile,170,66,79,69,61,68,39,59,9,Striker
7469,A. Dudiev,FC Tosno,27,Russian Premier League,Russia,180,72,88,34,66,69,61,68,10,Defender
7470,A. Ajeti,Crotone,23,Italian Serie A,Albania,184,83,70,32,50,49,68,71,10,Defender
7471,P. Faragò,Cagliari,24,Italian Serie A,Italy,187,80,69,55,60,67,56,70,8,Midfielder
7472,B. Zech,SCR Altach,26,Austrian Bundesliga,Austria,186,80,71,29,49,49,68,71,12,Defender
7473,J. Eilers,SV Werder Bremen,29,German Bundesliga,Germany,187,77,79,72,60,68,32,66,10,Striker
7474,J. Horn,1. FC Köln,20,German Bundesliga,Germany,186,77,80,35,57,64,64,68,10,Defender
7475,G. Kuświk,Lechia Gdańsk,30,Polish Ekstraklasa,Poland,181,75,74,65,58,66,31,70,13,Striker
7476,C. Rivieyran,Chamois Niortais FC,26,French Ligue 2,France,172,68,74,43,56,61,64,70,11,Defender
7477,A. Martinelli,Brescia,24,Italian Serie B,Switzerland,176,69,65,46,63,68,61,69,8,Midfielder
7478,K. Henry,Bolton Wanderers,34,English Championship,England,185,80,51,57,61,61,68,76,12,Defender
7479,P. Polomat,AJ Auxerre,23,French Ligue 2,France,183,78,81,45,61,63,63,75,12,Defender
7480,Y. Ono,Sagan Tosu,24,Japanese J1 League,Japan,170,69,75,60,63,72,32,61,11,Midfielder
7481,D. Formella,Pogoń Szczecin,21,Polish Ekstraklasa,Poland,177,74,83,62,61,67,46,63,12,Striker
7482,Hwang Hyun Soo,FC Seoul,21,Korean K League Classic,Korea Republic,183,80,57,43,33,39,69,71,11,Defender
7483,A. Levipan,Unión Española,25,Chilian Primera División,Chile,186,80,60,68,50,61,40,66,10,Striker
7484,Joaquín,UD Almería,21,Spanish Segunda División,Spain,190,66,71,47,61,58,66,73,12,Defender
7485,R. Rogers,LA Galaxy,30,USA Major League Soccer,United States,178,69,74,56,64,69,67,62,10,Defender
7486,M. Bašić,Grasshopper Club Zürich,29,Swiss Super League,Croatia,188,81,70,39,61,60,68,73,10,Defender
7487,Jon Erice,Albacete Balompié,30,Spanish Segunda División,Spain,177,72,55,51,65,56,64,70,11,Midfielder
7488,F. Sears,Ipswich Town,27,English Championship,England,170,75,85,66,64,70,36,66,12,Striker
7489,J. Vigón,Club Atlas,25,Mexican Liga MX,Mexico,174,71,67,59,66,66,68,67,11,Defender
7490,W. Arboleda,CD America de Cali,27,Colombian Primera A,Colombia,176,74,75,62,66,70,35,62,11,Midfielder
7491,T. Wellenreuther,Willem II,21,Holland Eredivisie,Germany,188,80,71,64,60,70,53,65,66,Goalkeeper
7492,K. Hafez,RC Lens,21,French Ligue 2,Egypt,175,73,78,27,61,68,65,64,11,Defender
7493,J. Venlero,Curicó Unido,33,Chilian Primera División,Chile,190,79,66,53,54,56,71,71,10,Defender
7494,Luis Henrique,CD Feirense,19,Portuguese Primeira Liga,Brazil,184,81,66,67,54,68,21,63,13,Striker
7495,J. Leguizamón,Rosario Central,25,Argentinian Superliga,Paraguay,180,78,68,44,40,45,68,70,11,Defender
7496,B. Grougi,Stade Brestois 29,33,French Ligue 2,France,173,70,62,68,73,67,63,56,11,Midfielder
7497,G. Cellerino,Deportivo Pasto,31,Colombian Primera A,Argentina,185,80,57,69,49,60,35,74,11,Striker
7498,C. Harriott,Reading,23,English Championship,England,165,66,87,64,60,73,29,56,12,Striker
7499,J. Ruiz,Al Fayha,23,Saudi Professional League,Costa Rica,175,72,90,63,59,71,22,48,11,Striker
7500,R. Fennell,Hallescher FC,28,German 3. Liga,United States,183,82,68,53,65,65,59,80,12,Midfielder
7501,H. Wahl,FC Ingolstadt 04,23,German 2. Bundesliga,Germany,189,85,59,34,35,45,68,72,11,Defender
7502,Bruno Teles,Rio Ave FC,31,Portuguese Primeira Liga,Brazil,183,77,67,58,68,68,66,73,11,Midfielder
7503,D. Burbano,Club León,29,Mexican Liga MX,Colombia,168,63,82,64,63,71,44,55,11,Striker
7504,M. Fissore,San Martín de San Juan,26,Argentinian Superliga,Argentina,165,63,66,50,58,73,61,54,11,Midfielder
7505,Wallyson Mallmann,Sporting CP,23,Portuguese Primeira Liga,Brazil,183,77,67,69,67,67,56,66,11,Striker
7506,I. Tarasovs,Śląsk Wrocław,28,Polish Ekstraklasa,Latvia,190,85,68,51,56,57,66,73,10,Defender
7507,J. Michel,Sporting Lokeren,25,Belgian First Division A,France,180,68,44,60,71,67,55,59,12,Midfielder
7508,Jesús Fernández,C.D. Leonesa S.A.D.,29,Spanish Segunda División,Spain,190,83,69,73,57,65,47,62,65,Goalkeeper
7509,S. Andersson,1. FC Kaiserslautern,25,German 2. Bundesliga,Sweden,190,85,74,64,45,55,25,77,11,Striker
7510,D. Barbona,Atlético Tucumán,22,Argentinian Superliga,Argentina,175,71,82,61,62,69,36,60,10,Striker
7511,A. Rossi,Boca Juniors,21,Argentinian Superliga,Argentina,194,94,63,65,55,69,44,71,65,Goalkeeper
7512,A. Imperiale,San Jose Earthquakes,30,USA Major League Soccer,Argentina,185,78,55,23,51,49,65,75,10,Defender
7513,I. Sarr,Orlando Pirates,30,South African PSL,Senegal,181,73,61,53,65,66,70,68,11,Defender
7514,S. Benrahma,La Berrichonne de Châteauroux,21,French Ligue 2,Algeria,172,67,75,68,64,72,32,49,11,Striker
7515,K. Ota,F.C. Tokyo,29,Japanese J1 League,Japan,178,78,73,56,72,70,62,67,7,Midfielder
7516,J. Valencia,Independiente Santa Fe,31,Colombian Primera A,Colombia,183,77,77,56,64,66,63,70,12,Defender
7517,A. Mbengue,SM Caen,23,French Ligue 1,Senegal,178,68,82,45,58,66,66,56,11,Defender
7518,A. Green,Aston Villa,18,English Championship,England,180,71,82,60,63,70,36,56,10,Striker
7519,Leonardo,Houston Dynamo,29,USA Major League Soccer,Brazil,188,86,36,34,53,46,65,77,10,Defender
7520,B. O'Neill,Sydney FC,23,Australian A-League,Australia,179,78,67,52,68,67,62,74,10,Midfielder
7521,Everaldo,Querétaro,25,Mexican Liga MX,Brazil,181,76,75,65,50,67,25,62,11,Striker
7522,Hélder Tavares,Tondela,27,Portuguese Primeira Liga,Portugal,178,73,65,50,63,65,64,73,10,Midfielder
7523,D. Šovšić,Suwon Samsung Bluewings,27,Korean K League Classic,Croatia,177,72,73,65,69,69,41,58,10,Midfielder
7524,L. Acosta,Belgrano de Córdoba,22,Argentinian Superliga,Argentina,187,84,69,58,70,72,60,69,68,Goalkeeper
7525,I. Tellero,CD Antofagasta,29,Chilian Primera División,Chile,172,70,65,56,70,71,37,55,12,Midfielder
7526,F. Uduokhai,VfL Wolfsburg,19,German Bundesliga,Germany,192,78,69,36,50,52,66,69,10,Defender
7527,D. Kikuchi,Urawa Red Diamonds,26,Japanese J1 League,Japan,172,68,81,59,61,70,27,64,10,Striker
7528,J. Zimmermann,Eintracht Frankfurt,32,German Bundesliga,Germany,190,86,68,67,60,69,46,68,66,Goalkeeper
7529,F. Öztürk,Akhisar Belediyespor,30,Turkish Süper Lig,Turkey,191,86,70,65,64,70,56,67,67,Goalkeeper
7530,Pablo Iñiguez,CF Reus Deportiu,23,Spanish Segunda División,Spain,184,73,51,42,58,60,67,68,11,Defender
7531,J. Blanco,Bahía Blanca,30,Argentinian Superliga,Argentina,186,84,64,57,60,62,69,79,13,Defender
7532,T. Serbest,FK Austria Wien,23,Austrian Bundesliga,Austria,184,78,64,49,63,61,67,69,12,Defender
7533,Gonçalo Silva,CF Os Belenenses,26,Portuguese Primeira Liga,Portugal,185,80,62,33,41,44,70,68,11,Defender
7534,Z. MacMath,Colorado Rapids,25,USA Major League Soccer,United States,188,88,69,65,55,71,36,68,66,Goalkeeper
7535,D. Gerken,Ipswich Town,32,English Championship,England,183,77,69,66,66,70,49,65,67,Goalkeeper
7536,E. Marcondes,FC Nordsjælland,22,Danish Superliga,Denmark,183,75,77,65,66,73,33,61,10,Striker
7537,L. Gil,Rosario Central,26,Argentinian Superliga,Argentina,171,70,70,51,74,67,67,68,12,Defender
7538,K. Matmour,Adelaide United,32,Australian A-League,Algeria,181,75,69,62,65,72,29,53,13,Midfielder
7539,Xiao Zhi,,32,,China PR,187,80,71,63,55,63,49,68,11,Striker
7540,E. Suagher,Avellino,24,Italian Serie B,Italy,192,82,59,32,36,45,69,72,11,Defender
7541,C. Morales,Lobos de la BUAP,37,Mexican Liga MX,Mexico,173,70,62,64,72,70,67,66,10,Midfielder
7542,E. Lorcado,Deportes Iquique,33,Chilian Primera División,Chile,177,78,50,39,63,46,69,69,15,Midfielder
7543,M. Bettinelli,Fulham,25,English Championship,England,194,82,72,66,66,71,58,67,68,Goalkeeper
7544,K. Bayramyan,FC Rostov,25,Russian Premier League,Russia,169,57,74,55,68,74,63,42,10,Midfielder
7545,A. Ibsen Rømer,FC Midtjylland,23,Danish Superliga,Denmark,186,78,72,44,64,64,65,77,9,Defender
7546,M. Bogado,Club Atlético Huracán,32,Argentinian Superliga,Argentina,170,68,68,63,65,68,63,63,10,Midfielder
7547,R. Rodriguez,FC Zürich,26,Swiss Super League,Switzerland,180,76,88,57,63,69,43,61,10,Striker
7548,J. Leist,SG Sonnenhof Großaspach,29,German 3. Liga,Germany,192,85,51,29,42,44,66,80,11,Defender
7549,D. Rakels,Lech Poznań,24,Polish Ekstraklasa,Latvia,179,73,74,65,57,69,27,71,12,Striker
